,x,y
0,,
1,0.05049999999999985,0.9632106467434836
2,0.05024999999999996,0.9579796122569624
3,0.05016666666666661,0.9562353702584594
4,0.05847916666666669,0.9549307236998777
5,0.06673333333333314,0.952862876925228
6,0.07518750000000005,0.9538654726132768
7,0.07879591836734756,0.9539755051746016
8,0.08375000000000013,0.9558430506626076
9,0.08561111111111117,0.95569285027883
10,0.09053999999999982,0.9563302297846701
11,0.09457988980716248,0.9568342126825145
12,0.0794733796296298,0.8695553557149004
13,0.08107692307692319,0.8769324695853253
14,0.08240051020408179,0.8824973711007525
15,0.08146666666666685,0.8874903842984564
16,0.08266015624999973,0.8923512950206188
17,0.08276384083044941,0.8964058228537717
18,0.08104423868312785,0.8995697503235976
19,0.0820738688827333,0.9030234851168923
20,0.0821854166666661,0.9059331486303644
21,0.08463435374149658,0.9091245428047932
22,0.08563516116904818,0.9117512188313157
23,0.08794433358747222,0.916430367508398
24,0.08925737927809524,0.9167331975294764
25,0.093257470626434,0.9218766717712105
26,0.09148899634876126,0.9215307226733773
27,0.08834381024196714,0.9244891470316514
28,0.08920451563711942,0.9243683589589866
29,0.09025019722983929,0.9264206678654584
30,0.3821547242458619,1.910688184348447
31,0.4084862909046324,1.9914086622410185
32,0.42508167246214457,2.07546632410919
33,0.43727008282568897,2.160371526626465
34,0.4584159036733488,2.245702068163858
35,0.4751321913581642,2.3321213510746297
36,0.4958540973093898,2.4171406310359314
37,0.5118301825118999,2.5015450582954184
38,0.5228015927451979,2.5848367509099672
39,0.5260351809088913,2.6659515510946536
40,0.5267423656938185,2.744153263316721
41,0.525386008261896,2.8201893148047095
42,0.5291203588472423,2.8927419670304557
43,0.5236354384517813,2.963684318655021
44,0.5132389743041831,3.030703248570856
45,0.5112239369495195,3.0929272519432507
46,0.5140482108153964,3.1507647847896108
47,0.5148165944772837,3.2052568114837396
48,0.5172708341327492,3.253948485732759
49,0.5200585113582291,3.2987904058903528
50,0.5376791795882152,3.338623318430752
51,0.5466198759255427,3.377154687884446
52,0.5489419455618291,3.4116312940817295
53,0.5191759455797567,3.44727798373591
54,0.4754996221563021,3.481982681036905
55,0.40462177073014755,3.5140336702000465
56,0.31156677826241613,3.544033434555932
57,0.2307943440250368,3.566357750180081
58,0.151264267697791,3.583839945002383
59,0.06734721125858736,3.5984656690723082
60,-0.025370968987306952,3.609157478642445
61,-0.11988351722751239,3.613846896881717
62,-0.20006438849064573,3.616790480494982
63,-0.27049907715031135,3.6188071896782814
64,-0.35066493290706463,3.617315518530646
65,-0.4358300179098887,3.6133932459445535
66,-0.512613400830459,3.610080011874546
67,-0.590313083306891,3.6053858457303867
68,-0.6592996977089298,3.601474658960546
69,-0.7265550128867202,3.597402720891856
70,-0.7836980848096413,3.5948995249057862
71,-0.842293445262349,3.5909994406689436
72,-0.9060009459241709,3.5848483526672594
73,-0.9626385554324994,3.5798446580791374
74,-1.021381593914781,3.572890861335721
75,-1.0872025887376258,3.562410002361871
76,-1.1529189627030167,3.5505361639565085
77,-1.2245961121407583,3.5349733409211432
78,-1.2545385902774615,3.526990028175805
79,-1.323755883171678,3.510943753869031
80,-1.377715816216765,3.4924838871042536
81,-1.4584609034481615,3.4690044657032537
82,-1.5073265149954722,3.451206115040654
83,-1.572309215206588,3.432201654504389
84,-1.6019563771135894,3.422627915628787
85,-1.6390929705215422,3.4136520837923143
86,-1.657583125000001,3.412363449094371
87,-1.6713988919667604,3.414067248322044
88,-1.689966049382716,3.413402134916106
89,-1.7027618223760113,3.415195108055426
90,-1.7050810546875,3.4228273736427695
91,-1.7026955555555567,3.4320893475455723
92,-1.6989970238095236,3.440744933109548
93,-1.6889201183431926,3.4514000914486953
94,-1.6819351851851883,3.460070688833532
95,-1.6607741046832032,3.4734111406117907
96,-1.6540091666666663,3.4787854456092346
97,-1.6309506172839534,3.4910022470516067
98,-1.6182070312500003,3.498654282043749
99,-1.6012142857142764,3.507104895779427
100,-1.620803240740745,3.4972296050388016
101,-1.648213333333335,3.4831804156291155
102,-1.657119791666668,3.477036399157567
103,-1.713333333333335,3.442860971149816
104,-1.796666666666668,3.394714846476635
105,-1.794333333333331,3.39027917565632
